Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
85, 1034, 1047, 1, 1, 1034, 1047
86, 1036, 1045, 3, 3, 1036, 1045
87, 1009, 1028, 4, 4, 1009, 1028
88, 1032, 1020, 2, 2, 1032, 1020
89, 1029, 1015, 4, 4, 1029, 1015
90, 1023, 1015, 3, 3, 1023, 1015
91, 1022, 1017, 2, 2, 1022, 1017
92, 1019, 1038, 1, 6, 1030, 1039
93, 1032, 1013, 2, 2, 1032, 1013
94, 1022, 1018, 1, 1, 1022, 1018
95, 1014, 1027, 1, 1, 1014, 1027
96, 1018, 1011, 3, 3, 1018, 1011
97, 1027, 1020, 2, 2, 1027, 1020
98, 1032, 1030, 3, 3, 1032, 1030
99, 1026, 1028, 1, 1, 1026, 1028
100, 1006, 1017, 2, 2, 1006, 1017
101, 1010, 1018, 4, 4, 1010, 1018
102, 1029, 1036, 4, 4, 1029, 1036
103, 1030, 1032, 1, 10, 1034, 1016
104, 1026, 1023, 3, 3, 1026, 1023
105, 1025, 1021, 1, 4, 1029, 1012
106, 1028, 1048, 1, 1, 1028, 1048
107, 1023, 1025, 2, 2, 1023, 1025
108, 1010, 1041, 2, 2, 1010, 1041
109, 1037, 1047, 4, 6, 1028, 1040
110, 1033, 1017, 4, 4, 1033, 1017
111, 1027, 1018, 1, 5, 1018, 1015
112, 1021, 1035, 1, 1, 1021, 1035
113, 1013, 1018, 3, 3, 1013, 1018
114, 1024, 1032, 1, 1, 1024, 1032
115, 1030, 1021, 3, 3, 1030, 1021
116, 1007, 1028, 4, 4, 1007, 1028
117, 1017, 1024, 1, 1, 1017, 1024
118, 1022, 1032, 2, 2, 1022, 1032
119, 1017, 1030, 3, 3, 1017, 1030
120, 1037, 1020, 2, 2, 1037, 1020
121, 1036, 1022, 2, 4, 1033, 1026
122, 1041, 1020, 5, 5, 1041, 1020
123, 1030, 1017, 3, 3, 1030, 1017
124, 1016, 1012, 1, 1, 1016, 1012
125, 1026, 1041, 4, 6, 1024, 1035
126, 1022, 1041, 2, 14, 1039, 1017
127, 1033, 1033, 4, 4, 1033, 1033
128, 1020, 1017, 3, 5, 1021, 1025
129, 1012, 1029, 4, 4, 1012, 1029
130, 1047, 1019, 1, 1, 1047, 1019
131, 1015, 1031, 4, 4, 1015, 1031
132, 1022, 1031, 3, 5, 1026, 1031
133, 1008, 1023, 2, 3, 1011, 1022
134, 1035, 1028, 4, 4, 1035, 1028
135, 1028, 1012, 3, 10, 1018, 1033
136, 1015, 1021, 3, 3, 1015, 1021
137, 1031, 1013, 3, 5, 1023, 1020
138, 1024, 1019, 2, 7, 1029, 1024
139, 1016, 1021, 1, 4, 1022, 1036
140, 1035, 1011, 3, 3, 1035, 1011
141, 1025, 1035, 2, 2, 1025, 1035
142, 1028, 1018, 2, 2, 1028, 1018
143, 1007, 1017, 3, 8, 1011, 1027
144, 1025, 1024, 2, 2, 1025, 1024
145, 1028, 1046, 1, 1, 1028, 1046
146, 1030, 1047, 3, 3, 1030, 1047
147, 1011, 1042, 4, 4, 1011, 1042
148, 1013, 1017, 3, 5, 1017, 1021
149, 1024, 1033, 2, 3, 1022, 1033
150, 1025, 1034, 2, 8, 1012, 1025
151, 1029, 1022, 3, 7, 1020, 1022
152, 1017, 1025, 3, 3, 1017, 1025
153, 1029, 1028, 2, 2, 1029, 1028
154, 1046, 1020, 4, 5, 1044, 1021
155, 1031, 1045, 4, 5, 1027, 1040
