Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
239, 1027, 1007, 1, 1, 1027, 1007
240, 1014, 1036, 4, 4, 1014, 1036
241, 1039, 1008, 1, 1, 1039, 1008
242, 1042, 1022, 3, 8, 1026, 1032
243, 1035, 1007, 1, 1, 1035, 1007
244, 1026, 1029, 4, 4, 1026, 1029
245, 1013, 1012, 2, 2, 1013, 1012
246, 1054, 1017, 3, 3, 1054, 1017
247, 1042, 1036, 3, 3, 1042, 1036
248, 1042, 1045, 4, 4, 1042, 1045
249, 1008, 1022, 2, 2, 1008, 1022
250, 1035, 1033, 3, 3, 1035, 1033
251, 1034, 1020, 2, 2, 1034, 1020
252, 1027, 1055, 1, 1, 1027, 1055
253, 1007, 1032, 3, 3, 1007, 1032
254, 1033, 1050, 4, 4, 1033, 1050
255, 1006, 1021, 2, 2, 1006, 1021
256, 1012, 1052, 3, 3, 1012, 1052
257, 1007, 1049, 3, 3, 1007, 1049
258, 1038, 1048, 3, 11, 1031, 1027
259, 1040, 1020, 3, 3, 1040, 1020
260, 1028, 1029, 2, 4, 1029, 1018
261, 1020, 1038, 2, 2, 1020, 1038
262, 1042, 1023, 1, 1, 1042, 1023
263, 1044, 1025, 3, 3, 1044, 1025
264, 1022, 1048, 2, 2, 1022, 1048
265, 1036, 1042, 2, 4, 1030, 1048
266, 1008, 1016, 4, 12, 1025, 1025
267, 1024, 1003, 3, 3, 1024, 1003
268, 1028, 1024, 4, 4, 1028, 1024
269, 1013, 1024, 3, 3, 1013, 1024
270, 1011, 1023, 1, 1, 1011, 1023
271, 1002, 1015, 1, 5, 1033, 1027
272, 1007, 1018, 3, 3, 1007, 1018
273, 1023, 1050, 2, 2, 1023, 1050
274, 1026, 1007, 1, 1, 1026, 1007
275, 1027, 1011, 1, 3, 1018, 1030
276, 1042, 1005, 1, 1, 1042, 1005
277, 1044, 1020, 2, 5, 1035, 1025
278, 1022, 1025, 3, 11, 1009, 1030
279, 1026, 1057, 4, 4, 1026, 1057
280, 1042, 1025, 2, 6, 1032, 1041
281, 1038, 1040, 3, 3, 1038, 1040
282, 1048, 1017, 2, 2, 1048, 1017
283, 1042, 1007, 3, 3, 1042, 1007
