Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
67, 1021, 1034, 3, 3, 1021, 1034
68, 1029, 1001, 1, 1, 1029, 1001
69, 1026, 1049, 1, 1, 1026, 1049
70, 1021, 1023, 1, 1, 1021, 1023
71, 1020, 1033, 3, 3, 1020, 1033
72, 1009, 1030, 3, 3, 1009, 1030
73, 1016, 1056, 3, 3, 1016, 1056
74, 1014, 1036, 3, 3, 1014, 1036
75, 1034, 1011, 2, 2, 1034, 1011
76, 1005, 1033, 4, 4, 1005, 1033
77, 1034, 1022, 1, 1, 1034, 1022
78, 995, 1015, 3, 3, 995, 1015
79, 1011, 1012, 2, 4, 1023, 1014
80, 1035, 1037, 1, 6, 1012, 1031
81, 1031, 1023, 2, 2, 1031, 1023
82, 1008, 1015, 3, 5, 1003, 1021
83, 993, 1014, 1, 1, 993, 1014
84, 1042, 1034, 4, 4, 1042, 1034
85, 1000, 1022, 3, 3, 1000, 1022
86, 1033, 1044, 2, 2, 1033, 1044
87, 1007, 1033, 3, 3, 1007, 1033
88, 1026, 1036, 3, 3, 1026, 1036
89, 1025, 1031, 2, 2, 1025, 1031
90, 1012, 1029, 2, 2, 1012, 1029
91, 1015, 1049, 2, 2, 1015, 1049
92, 1038, 1016, 1, 2, 1023, 1017
93, 1015, 1016, 3, 3, 1015, 1016
94, 1006, 1016, 2, 2, 1006, 1016
95, 1003, 1039, 3, 3, 1003, 1039
96, 1017, 1021, 2, 2, 1017, 1021
97, 1015, 1052, 1, 1, 1015, 1052
98, 1005, 1008, 2, 2, 1005, 1008
99, 987, 1016, 1, 1, 987, 1016
100, 1017, 1047, 3, 3, 1017, 1047
101, 1022, 1050, 3, 3, 1022, 1050
102, 1019, 1007, 2, 9, 1002, 1021
103, 1027, 1041, 4, 10, 1013, 1031
104, 1020, 1050, 3, 3, 1020, 1050
105, 999, 1019, 1, 1, 999, 1019
106, 999, 1030, 3, 3, 999, 1030
107, 1010, 1045, 2, 3, 1013, 1042
108, 1009, 1020, 2, 2, 1009, 1020
109, 1012, 1049, 5, 9, 1020, 1039
110, 1032, 1012, 3, 3, 1032, 1012
111, 1006, 1011, 2, 5, 1011, 1022
112, 994, 1008, 3, 3, 994, 1008
113, 1021, 1017, 1, 1, 1021, 1017
114, 1002, 1006, 1, 4, 1014, 1020
115, 1017, 1011, 2, 2, 1017, 1011
116, 1031, 1006, 2, 2, 1031, 1006
117, 1000, 1032, 3, 3, 1000, 1032
118, 1003, 1013, 3, 3, 1003, 1013
119, 1003, 1040, 4, 4, 1003, 1040
120, 1012, 1043, 4, 4, 1012, 1043
121, 1023, 1029, 5, 5, 1023, 1029
122, 1014, 1000, 5, 5, 1014, 1000
123, 1009, 1018, 1, 6, 1008, 1009
124, 1041, 1032, 4, 4, 1041, 1032
125, 1030, 1032, 5, 9, 1034, 1036
126, 1037, 1039, 3, 3, 1037, 1039
127, 1022, 1042, 1, 1, 1022, 1042
128, 1011, 1055, 1, 1, 1011, 1055
129, 1002, 1023, 1, 1, 1002, 1023
130, 1037, 1018, 2, 2, 1037, 1018
131, 1021, 1008, 1, 1, 1021, 1008
132, 1014, 1054, 1, 1, 1014, 1054
133, 1009, 1012, 2, 2, 1009, 1012
134, 1044, 1029, 1, 1, 1044, 1029
135, 1046, 1029, 3, 3, 1046, 1029
136, 1001, 1013, 4, 4, 1001, 1013
137, 1015, 1033, 2, 2, 1015, 1033
138, 1023, 1006, 2, 2, 1023, 1006
139, 1010, 1016, 3, 3, 1010, 1016
140, 1010, 1029, 2, 2, 1010, 1029
141, 1007, 999, 3, 3, 1007, 999
142, 1009, 1001, 1, 9, 1027, 1037
143, 998, 1018, 5, 5, 998, 1018
144, 1002, 1047, 3, 3, 1002, 1047
145, 1034, 1025, 3, 3, 1034, 1025
146, 1018, 1027, 1, 2, 1009, 1032
147, 1029, 1018, 2, 2, 1029, 1018
148, 1028, 1009, 4, 7, 1026, 1009
149, 1012, 1009, 1, 6, 1020, 1023
150, 1015, 1041, 5, 5, 1015, 1041
151, 1037, 1029, 2, 2, 1037, 1029
152, 1031, 1020, 2, 6, 1022, 1034
153, 1015, 1013, 2, 2, 1015, 1013
154, 992, 1011, 4, 4, 992, 1011
155, 999, 1033, 3, 3, 999, 1033
156, 1007, 1010, 4, 5, 1008, 1013
157, 1032, 1046, 4, 4, 1032, 1046
158, 999, 1008, 2, 3, 1011, 1011
159, 1025, 1014, 3, 3, 1025, 1014
160, 1000, 1011, 4, 4, 1000, 1011
161, 1014, 1005, 1, 1, 1014, 1005
162, 1039, 1017, 3, 3, 1039, 1017
163, 1006, 1019, 4, 6, 1010, 1024
164, 1008, 1025, 3, 4, 1010, 1022
165, 1015, 1047, 1, 1, 1015, 1047
166, 1002, 1021, 3, 3, 1002, 1021
167, 1033, 1047, 1, 2, 1022, 1026
168, 1026, 1029, 1, 1, 1026, 1029
169, 1007, 1012, 3, 3, 1007, 1012
170, 997, 1008, 3, 3, 997, 1008
171, 1017, 999, 2, 2, 1017, 999
172, 1039, 1037, 3, 3, 1039, 1037
173, 1040, 1039, 3, 3, 1040, 1039
174, 990, 1016, 4, 4, 990, 1016
175, 1042, 1027, 3, 3, 1042, 1027
176, 1028, 1005, 3, 3, 1028, 1005
177, 1029, 1047, 4, 4, 1029, 1047
178, 1032, 1019, 3, 3, 1032, 1019
179, 1008, 1026, 2, 2, 1008, 1026
180, 1022, 1001, 3, 9, 1007, 1003
181, 1034, 1048, 5, 5, 1034, 1048
182, 1032, 1009, 3, 6, 1033, 1021
183, 1027, 1043, 2, 6, 1020, 1039
184, 1024, 1044, 4, 4, 1024, 1044
185, 991, 1007, 3, 3, 991, 1007
186, 1035, 1041, 1, 1, 1035, 1041
187, 1031, 1004, 3, 3, 1031, 1004
188, 998, 1010, 3, 3, 998, 1010
189, 1010, 1003, 3, 3, 1010, 1003
190, 1036, 1014, 1, 1, 1036, 1014
191, 1016, 1032, 1, 1, 1016, 1032
192, 1034, 1038, 3, 3, 1034, 1038
193, 1039, 1044, 3, 3, 1039, 1044
194, 1011, 1036, 4, 4, 1011, 1036
195, 1032, 1031, 3, 3, 1032, 1031
196, 1013, 1007, 2, 2, 1013, 1007
197, 1012, 1010, 2, 2, 1012, 1010
198, 1007, 1002, 3, 10, 1005, 1003
199, 1013, 1012, 2, 2, 1013, 1012
200, 1020, 1018, 1, 1, 1020, 1018
201, 1028, 1011, 2, 2, 1028, 1011
202, 1016, 1045, 3, 3, 1016, 1045
203, 1037, 1011, 2, 4, 1025, 1025
204, 1018, 1018, 3, 3, 1018, 1018
205, 1013, 1014, 3, 3, 1013, 1014
206, 1038, 1036, 2, 8, 1013, 1037
207, 1025, 1034, 4, 7, 1030, 1031
208, 1013, 1030, 2, 7, 1025, 1027
209, 1025, 1026, 3, 3, 1025, 1026
210, 996, 1020, 4, 5, 1003, 1021
211, 1011, 1041, 2, 2, 1011, 1041
212, 1020, 1013, 4, 4, 1020, 1013
213, 1032, 1004, 3, 3, 1032, 1004
214, 1001, 1034, 2, 9, 1020, 1014
215, 1011, 1051, 3, 3, 1011, 1051
216, 1027, 1019, 2, 2, 1027, 1019
217, 1029, 1030, 1, 1, 1029, 1030
218, 1019, 1005, 1, 1, 1019, 1005
219, 1009, 997, 2, 5, 1021, 1020
220, 1001, 1017, 3, 3, 1001, 1017
221, 1035, 1022, 1, 1, 1035, 1022
222, 1009, 1046, 3, 3, 1009, 1046
223, 1032, 1017, 4, 4, 1032, 1017
224, 1030, 1012, 2, 4, 1022, 1019
225, 1014, 1006, 1, 1, 1014, 1006
226, 1000, 1007, 3, 3, 1000, 1007
227, 1006, 1025, 1, 3, 1003, 1014
228, 1018, 1050, 3, 3, 1018, 1050
229, 1041, 1037, 4, 4, 1041, 1037
230, 1043, 1029, 2, 2, 1043, 1029
231, 1009, 1013, 2, 7, 1016, 1030
232, 1018, 1015, 3, 3, 1018, 1015
233, 1007, 1043, 3, 3, 1007, 1043
234, 1010, 1044, 2, 2, 1010, 1044
235, 1036, 1014, 4, 4, 1036, 1014
236, 1014, 1026, 3, 3, 1014, 1026
237, 1014, 1051, 1, 1, 1014, 1051
238, 1011, 1045, 1, 1, 1011, 1045
239, 1033, 1007, 3, 3, 1033, 1007
240, 1012, 1053, 2, 2, 1012, 1053
241, 1025, 1018, 2, 2, 1025, 1018
242, 1032, 1028, 5, 5, 1032, 1028
243, 1035, 1025, 1, 1, 1035, 1025
244, 1018, 1012, 2, 8, 1031, 1009
245, 1004, 1029, 1, 7, 1013, 1022
246, 1024, 1020, 1, 1, 1024, 1020
247, 1041, 1021, 1, 1, 1041, 1021
248, 1015, 1023, 3, 3, 1015, 1023
249, 988, 1004, 1, 1, 988, 1004
250, 1035, 1016, 2, 3, 1021, 1016
251, 1009, 1028, 2, 2, 1009, 1028
252, 998, 1028, 5, 5, 998, 1028
253, 1005, 1021, 3, 14, 992, 1014
254, 1005, 1043, 1, 1, 1005, 1043
255, 1001, 1030, 2, 4, 1013, 1021
256, 1020, 1035, 1, 3, 1021, 1035
257, 1021, 1032, 2, 7, 1026, 1009
258, 1028, 1023, 1, 9, 1026, 1045
259, 1031, 1015, 3, 3, 1031, 1015
260, 1027, 1037, 2, 2, 1027, 1037
261, 995, 1017, 4, 4, 995, 1017
262, 1002, 1037, 3, 4, 1007, 1033
263, 1031, 1031, 2, 2, 1031, 1031
264, 1012, 1025, 4, 4, 1012, 1025
265, 1031, 1011, 1, 1, 1031, 1011
266, 1012, 1006, 3, 3, 1012, 1006
267, 997, 1012, 3, 6, 1008, 1022
268, 1016, 1040, 1, 5, 1011, 1033
269, 1006, 1036, 3, 3, 1006, 1036
270, 1029, 1022, 2, 2, 1029, 1022
271, 1037, 1033, 3, 3, 1037, 1033
272, 993, 1017, 4, 10, 1006, 1040
273, 1029, 1003, 2, 2, 1029, 1003
274, 1026, 1051, 3, 3, 1026, 1051
275, 1027, 1049, 2, 2, 1027, 1049
276, 1023, 1023, 3, 3, 1023, 1023
277, 1037, 1035, 3, 3, 1037, 1035
278, 1034, 1023, 2, 2, 1034, 1023
279, 995, 1010, 2, 2, 995, 1010
280, 1017, 1049, 2, 5, 1015, 1041
281, 988, 1016, 4, 4, 988, 1016
282, 1000, 1018, 5, 6, 1006, 1017
283, 1009, 1022, 4, 6, 1008, 1026
284, 1004, 1008, 3, 4, 1011, 1011
285, 1016, 998, 2, 2, 1016, 998
286, 1023, 1037, 1, 1, 1023, 1037
287, 1013, 1053, 1, 1, 1013, 1053
288, 1005, 1022, 2, 2, 1005, 1022
289, 1037, 1021, 3, 3, 1037, 1021
290, 1021, 1009, 4, 4, 1021, 1009
291, 1017, 1053, 1, 1, 1017, 1053
292, 1044, 1030, 1, 1, 1044, 1030
293, 1024, 1005, 3, 3, 1024, 1005
294, 1009, 1004, 2, 4, 1003, 1010
295, 1037, 1049, 1, 1, 1037, 1049
296, 1002, 1026, 2, 5, 1022, 1032
297, 1024, 1012, 2, 2, 1024, 1012
298, 1026, 1016, 2, 2, 1026, 1016
299, 1015, 1003, 2, 2, 1015, 1003
300, 1019, 1022, 3, 5, 1024, 1022
301, 1034, 1046, 1, 1, 1034, 1046
302, 1019, 999, 4, 6, 1015, 1004
303, 1019, 1001, 1, 1, 1019, 1001
304, 1011, 1027, 4, 7, 1003, 1021
305, 1025, 1048, 2, 2, 1025, 1048
306, 1037, 1043, 1, 1, 1037, 1043
307, 1039, 1011, 1, 5, 1041, 1030
308, 1028, 1014, 3, 3, 1028, 1014
309, 1003, 1035, 2, 8, 1000, 1025
310, 1020, 1004, 2, 5, 1027, 1028
311, 1009, 999, 2, 7, 1008, 1023
312, 1031, 1013, 1, 1, 1031, 1013
313, 1018, 1008, 2, 2, 1018, 1008
314, 1006, 1028, 2, 8, 1021, 1034
315, 1014, 1053, 2, 2, 1014, 1053
316, 1013, 1045, 3, 6, 1019, 1038
317, 1037, 1024, 3, 5, 1027, 1026
318, 1043, 1019, 2, 2, 1043, 1019
319, 989, 1005, 3, 3, 989, 1005
320, 1028, 1037, 2, 2, 1028, 1037
321, 1038, 1021, 3, 3, 1038, 1021
322, 1019, 1008, 3, 3, 1019, 1008
323, 1018, 1052, 3, 7, 1017, 1031
324, 1045, 1032, 2, 2, 1045, 1032
325, 1039, 1051, 2, 2, 1039, 1051
326, 1002, 1030, 1, 1, 1002, 1030
327, 1036, 1046, 4, 4, 1036, 1046
328, 1021, 1000, 2, 7, 1009, 1011
329, 1040, 1013, 3, 3, 1040, 1013
330, 1018, 1032, 2, 4, 1009, 1036
331, 1011, 1000, 3, 6, 1014, 1010
332, 1031, 1037, 3, 3, 1031, 1037
