Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
91, 1037, 1040, 1, 1, 1037, 1040
92, 1032, 1025, 4, 4, 1032, 1025
93, 1045, 1019, 1, 1, 1045, 1019
94, 1010, 1044, 3, 3, 1010, 1044
95, 1031, 1029, 1, 1, 1031, 1029
96, 1026, 1025, 1, 1, 1026, 1025
97, 1023, 1021, 3, 3, 1023, 1021
98, 1044, 1014, 1, 1, 1044, 1014
99, 1035, 1044, 5, 7, 1031, 1039
100, 1017, 1038, 2, 4, 1010, 1027
101, 1016, 1011, 3, 3, 1016, 1011
102, 1049, 1015, 1, 1, 1049, 1015
103, 1026, 1028, 3, 3, 1026, 1028
104, 1010, 1020, 1, 1, 1010, 1020
105, 1022, 1038, 2, 2, 1022, 1038
106, 1042, 1018, 2, 11, 1029, 1043
107, 1030, 1035, 2, 3, 1027, 1032
108, 1018, 1031, 3, 3, 1018, 1031
109, 1025, 1044, 3, 3, 1025, 1044
110, 1045, 1014, 2, 2, 1045, 1014
111, 1039, 1031, 3, 3, 1039, 1031
112, 1010, 1033, 4, 4, 1010, 1033
113, 1012, 1038, 1, 1, 1012, 1038
114, 1021, 1039, 2, 2, 1021, 1039
115, 1018, 1027, 1, 1, 1018, 1027
116, 1040, 1032, 2, 4, 1022, 1029
117, 1011, 1035, 2, 5, 1014, 1027
118, 1018, 1028, 2, 2, 1018, 1028
119, 1019, 1029, 1, 4, 1017, 1031
120, 1010, 1040, 3, 7, 1023, 1029
121, 1015, 1029, 4, 4, 1015, 1029
122, 1033, 1037, 2, 2, 1033, 1037
123, 1016, 1015, 1, 1, 1016, 1015
124, 1024, 1032, 2, 7, 1018, 1015
125, 1013, 1039, 2, 2, 1013, 1039
126, 1018, 1037, 2, 2, 1018, 1037
127, 1039, 1016, 3, 3, 1039, 1016
128, 1033, 1015, 1, 4, 1023, 1016
129, 1026, 1025, 3, 3, 1026, 1025
130, 1027, 1035, 3, 3, 1027, 1035
131, 1006, 1029, 1, 1, 1006, 1029
132, 1040, 1021, 2, 2, 1040, 1021
133, 1034, 1035, 1, 1, 1034, 1035
134, 1020, 1019, 3, 3, 1020, 1019
135, 1010, 1024, 2, 2, 1010, 1024
136, 1036, 1011, 3, 3, 1036, 1011
137, 1026, 1033, 3, 3, 1026, 1033
138, 1011, 1025, 2, 2, 1011, 1025
139, 1010, 1014, 1, 1, 1010, 1014
140, 1030, 1048, 5, 7, 1032, 1037
141, 1007, 1025, 1, 1, 1007, 1025
142, 1041, 1022, 4, 4, 1041, 1022
143, 1020, 1044, 2, 2, 1020, 1044
144, 1019, 1040, 2, 2, 1019, 1040
145, 1030, 1021, 1, 1, 1030, 1021
146, 1028, 1028, 3, 3, 1028, 1028
147, 1019, 1044, 1, 1, 1019, 1044
148, 1031, 1021, 3, 5, 1022, 1019
149, 1006, 1013, 3, 3, 1006, 1013
150, 1035, 1026, 3, 3, 1035, 1026
151, 1047, 1011, 2, 2, 1047, 1011
152, 1048, 1012, 3, 5, 1035, 1018
153, 1036, 1038, 2, 2, 1036, 1038
154, 1007, 1041, 3, 3, 1007, 1041
155, 1006, 1019, 2, 2, 1006, 1019
156, 1042, 1010, 3, 3, 1042, 1010
157, 1031, 1027, 2, 2, 1031, 1027
158, 1009, 1023, 2, 2, 1009, 1023
159, 1040, 1039, 4, 4, 1040, 1039
160, 1033, 1052, 1, 7, 1029, 1014
161, 1020, 1021, 4, 4, 1020, 1021
162, 1034, 1046, 4, 6, 1026, 1040
163, 1016, 1013, 3, 3, 1016, 1013
164, 1023, 1035, 3, 7, 1034, 1022
165, 1029, 1046, 2, 2, 1029, 1046
166, 1019, 1023, 2, 2, 1019, 1023
167, 1038, 1029, 2, 2, 1038, 1029
168, 1020, 1030, 1, 1, 1020, 1030
169, 1019, 1038, 1, 1, 1019, 1038
170, 1009, 1028, 2, 2, 1009, 1028
171, 1040, 1019, 4, 4, 1040, 1019
172, 1008, 1025, 4, 4, 1008, 1025
173, 1048, 1009, 4, 4, 1048, 1009
174, 1033, 1028, 4, 4, 1033, 1028
175, 1039, 1024, 3, 3, 1039, 1024
176, 1013, 1042, 2, 2, 1013, 1042
177, 1036, 1017, 1, 4, 1015, 1036
178, 1027, 1004, 5, 5, 1027, 1004
179, 1029, 1045, 1, 1, 1029, 1045
180, 1005, 1018, 2, 2, 1005, 1018
181, 1047, 1018, 2, 2, 1047, 1018
182, 1028, 1013, 2, 2, 1028, 1013
183, 1017, 1045, 1, 1, 1017, 1045
184, 1033, 1011, 5, 5, 1033, 1011
185, 1018, 1043, 2, 2, 1018, 1043
186, 1032, 1039, 1, 1, 1032, 1039
187, 1008, 1047, 4, 4, 1008, 1047
188, 1036, 1043, 1, 1, 1036, 1043
189, 1038, 1046, 1, 1, 1038, 1046
190, 1037, 1023, 1, 1, 1037, 1023
191, 1036, 1021, 4, 4, 1036, 1021
192, 1015, 1013, 2, 2, 1015, 1013
193, 1018, 1039, 2, 2, 1018, 1039
194, 1007, 1011, 3, 3, 1007, 1011
195, 1012, 1014, 4, 4, 1012, 1014
196, 1030, 1024, 3, 3, 1030, 1024
197, 1015, 1044, 4, 4, 1015, 1044
198, 1037, 1015, 3, 3, 1037, 1015
199, 1041, 1017, 1, 1, 1041, 1017
200, 1029, 1004, 3, 3, 1029, 1004
201, 1037, 1041, 1, 2, 1033, 1033
202, 1046, 1016, 2, 10, 1044, 1019
203, 1031, 1030, 3, 3, 1031, 1030
204, 1025, 1016, 1, 1, 1025, 1016
205, 1044, 1015, 2, 2, 1044, 1015
206, 1019, 1039, 1, 1, 1019, 1039
207, 1049, 1018, 3, 3, 1049, 1018
208, 1050, 1013, 4, 5, 1042, 1020
209, 1011, 1019, 4, 4, 1011, 1019
210, 1012, 1033, 2, 2, 1012, 1033
211, 1020, 1027, 1, 1, 1020, 1027
212, 1016, 1016, 4, 17, 1022, 1009
213, 1007, 1031, 4, 4, 1007, 1031
214, 1036, 1033, 3, 10, 1024, 1034
215, 1010, 1016, 1, 1, 1010, 1016
216, 1007, 1027, 1, 1, 1007, 1027
217, 1030, 1023, 2, 8, 1032, 1020
218, 1034, 1052, 2, 2, 1034, 1052
219, 1021, 1029, 1, 1, 1021, 1029
220, 1021, 1038, 1, 4, 1024, 1022
221, 1036, 1018, 3, 3, 1036, 1018
222, 1031, 1045, 1, 1, 1031, 1045
223, 1033, 1038, 2, 2, 1033, 1038
224, 1039, 1045, 2, 2, 1039, 1045
225, 1037, 1025, 3, 3, 1037, 1025
226, 1044, 1017, 3, 3, 1044, 1017
227, 1018, 1019, 3, 3, 1018, 1019
228, 1037, 1042, 1, 1, 1037, 1042
229, 1025, 1014, 1, 1, 1025, 1014
230, 1014, 1034, 1, 1, 1014, 1034
231, 1009, 1019, 2, 2, 1009, 1019
232, 1022, 1031, 3, 4, 1026, 1033
233, 1023, 1037, 1, 1, 1023, 1037
234, 1033, 1040, 1, 1, 1033, 1040
235, 1042, 1045, 4, 4, 1042, 1045
236, 1027, 1014, 4, 4, 1027, 1014
237, 1013, 1035, 1, 1, 1013, 1035
238, 1010, 1017, 2, 2, 1010, 1017
239, 1025, 1036, 3, 3, 1025, 1036
240, 1034, 1039, 2, 3, 1035, 1032
241, 1016, 1035, 2, 2, 1016, 1035
