Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
123, 1021, 1049, 2, 4, 1028, 1041
124, 1037, 1057, 1, 1, 1037, 1057
125, 1039, 1031, 1, 1, 1039, 1031
126, 1019, 1014, 3, 3, 1019, 1014
127, 1033, 1059, 4, 4, 1033, 1059
128, 1044, 1029, 3, 3, 1044, 1029
129, 1009, 1037, 2, 2, 1009, 1037
130, 1022, 1042, 3, 3, 1022, 1042
131, 1020, 1018, 3, 3, 1020, 1018
132, 1033, 1015, 4, 4, 1033, 1015
133, 1048, 1034, 4, 4, 1048, 1034
134, 1044, 1039, 3, 3, 1044, 1039
135, 1022, 1025, 3, 3, 1022, 1025
136, 1043, 1034, 1, 7, 1019, 1049
137, 1013, 1006, 5, 5, 1013, 1006
138, 1030, 1066, 5, 5, 1030, 1066
139, 1012, 1020, 3, 3, 1012, 1020
140, 1044, 1050, 1, 1, 1044, 1050
141, 1034, 1014, 1, 1, 1034, 1014
142, 1007, 1037, 2, 2, 1007, 1037
143, 1047, 1024, 5, 5, 1047, 1024
144, 1015, 1038, 2, 2, 1015, 1038
145, 1025, 1041, 3, 3, 1025, 1041
146, 1036, 1015, 4, 4, 1036, 1015
147, 1046, 1048, 3, 3, 1046, 1048
148, 1025, 1055, 4, 4, 1025, 1055
149, 1023, 1053, 3, 3, 1023, 1053
150, 1008, 1030, 3, 4, 1013, 1029
151, 1045, 1017, 4, 5, 1040, 1021
152, 1040, 1053, 3, 3, 1040, 1053
153, 1033, 1046, 1, 1, 1033, 1046
154, 1006, 1042, 3, 3, 1006, 1042
155, 1017, 1041, 3, 3, 1017, 1041
156, 1021, 1041, 1, 3, 1031, 1028
157, 1023, 1028, 2, 3, 1027, 1039
158, 1028, 1032, 5, 5, 1028, 1032
159, 1028, 1063, 1, 5, 1044, 1034
160, 1033, 1052, 4, 5, 1033, 1047
161, 1007, 1040, 2, 2, 1007, 1040
162, 1036, 1036, 4, 4, 1036, 1036
163, 1010, 1037, 2, 8, 1028, 1029
164, 1003, 1041, 4, 4, 1003, 1041
165, 1027, 1014, 2, 2, 1027, 1014
166, 1023, 1011, 2, 2, 1023, 1011
167, 1038, 1022, 1, 1, 1038, 1022
168, 1034, 1028, 3, 11, 1013, 1023
169, 1015, 1036, 1, 1, 1015, 1036
170, 1027, 1039, 2, 2, 1027, 1039
171, 1044, 1024, 4, 4, 1044, 1024
172, 1015, 1011, 2, 2, 1015, 1011
173, 1027, 1052, 4, 4, 1027, 1052
174, 1035, 1035, 2, 2, 1035, 1035
175, 1038, 1043, 2, 2, 1038, 1043
176, 1030, 1035, 2, 3, 1024, 1036
177, 1046, 1030, 3, 3, 1046, 1030
178, 1011, 1043, 1, 1, 1011, 1043
179, 1011, 1023, 3, 3, 1011, 1023
180, 1027, 1043, 1, 4, 1038, 1034
181, 1041, 1040, 3, 7, 1027, 1025
182, 1035, 1058, 2, 2, 1035, 1058
183, 1023, 1047, 2, 2, 1023, 1047
184, 1040, 1050, 2, 2, 1040, 1050
185, 1018, 1031, 5, 5, 1018, 1031
186, 1018, 1028, 2, 2, 1018, 1028
187, 1030, 1038, 2, 2, 1030, 1038
188, 1020, 1020, 2, 7, 1025, 1040
189, 1034, 1048, 2, 2, 1034, 1048
190, 1018, 1039, 4, 4, 1018, 1039
191, 1020, 1036, 3, 3, 1020, 1036
192, 1054, 1031, 4, 4, 1054, 1031
193, 1001, 1040, 1, 1, 1001, 1040
194, 1034, 1066, 1, 1, 1034, 1066
195, 1038, 1057, 5, 5, 1038, 1057
196, 1039, 1029, 2, 2, 1039, 1029
197, 1045, 1037, 3, 3, 1045, 1037
198, 1014, 1023, 2, 2, 1014, 1023
199, 1014, 1020, 3, 3, 1014, 1020
200, 1047, 1050, 3, 4, 1039, 1040
201, 1031, 1053, 3, 7, 1043, 1035
202, 1012, 1029, 3, 3, 1012, 1029
203, 1016, 1022, 1, 1, 1016, 1022
204, 1027, 1023, 2, 2, 1027, 1023
205, 1024, 1030, 1, 1, 1024, 1030
206, 1029, 1063, 1, 1, 1029, 1063
207, 1039, 1037, 3, 3, 1039, 1037
208, 1029, 1035, 2, 2, 1029, 1035
209, 1025, 1033, 1, 1, 1025, 1033
210, 1025, 1035, 2, 2, 1025, 1035
211, 1041, 1046, 2, 2, 1041, 1046
212, 1024, 1027, 1, 1, 1024, 1027
213, 1021, 1023, 3, 3, 1021, 1023
214, 1023, 1029, 1, 1, 1023, 1029
215, 1011, 1027, 2, 3, 1012, 1029
216, 1015, 1013, 4, 4, 1015, 1013
217, 1029, 1014, 1, 4, 1032, 1030
218, 1025, 1019, 1, 1, 1025, 1019
219, 1030, 1048, 3, 11, 1016, 1024
220, 1031, 1051, 2, 2, 1031, 1051
221, 1030, 1017, 2, 6, 1016, 1026
222, 1031, 1018, 2, 2, 1031, 1018
223, 1025, 1023, 4, 4, 1025, 1023
224, 1024, 1051, 3, 3, 1024, 1051
225, 1029, 1027, 4, 4, 1029, 1027
226, 1036, 1062, 2, 2, 1036, 1062
227, 1037, 1045, 1, 1, 1037, 1045
228, 1031, 1029, 4, 4, 1031, 1029
229, 1007, 1022, 3, 3, 1007, 1022
230, 1013, 1036, 1, 1, 1013, 1036
231, 1027, 1046, 3, 3, 1027, 1046
232, 1028, 1038, 3, 7, 1013, 1036
233, 1041, 1026, 4, 4, 1041, 1026
234, 1016, 1011, 2, 2, 1016, 1011
235, 1016, 1044, 1, 1, 1016, 1044
236, 1015, 1048, 3, 3, 1015, 1048
237, 1018, 1033, 2, 2, 1018, 1033
238, 1012, 1032, 3, 5, 1022, 1031
239, 1029, 1021, 3, 3, 1029, 1021
240, 1015, 1032, 2, 2, 1015, 1032
241, 1015, 1025, 2, 6, 1014, 1039
242, 1040, 1025, 1, 1, 1040, 1025
243, 1019, 1047, 1, 1, 1019, 1047
244, 1036, 1020, 2, 2, 1036, 1020
245, 1034, 1053, 2, 5, 1041, 1037
246, 1041, 1022, 4, 7, 1031, 1018
247, 1048, 1030, 2, 2, 1048, 1030
248, 1037, 1027, 2, 2, 1037, 1027
249, 1056, 1022, 3, 5, 1045, 1021
250, 1017, 1028, 2, 9, 1013, 1037
251, 1012, 1010, 3, 3, 1012, 1010
252, 1056, 1028, 3, 3, 1056, 1028
253, 1053, 1031, 1, 1, 1053, 1031
254, 1029, 1057, 3, 3, 1029, 1057
255, 1021, 1051, 3, 5, 1027, 1044
256, 1037, 1054, 3, 3, 1037, 1054
257, 1019, 1011, 2, 2, 1019, 1011
258, 1018, 1025, 3, 3, 1018, 1025
259, 1045, 1030, 1, 1, 1045, 1030
260, 1043, 1052, 4, 4, 1043, 1052
261, 1035, 1013, 3, 3, 1035, 1013
262, 1033, 1044, 4, 5, 1032, 1040
263, 1037, 1043, 1, 1, 1037, 1043
264, 1028, 1060, 2, 2, 1028, 1060
265, 1031, 1062, 3, 3, 1031, 1062
266, 1026, 1013, 2, 6, 1015, 1027
267, 1017, 1035, 3, 3, 1017, 1035
268, 1027, 1040, 1, 1, 1027, 1040
269, 1039, 1046, 1, 1, 1039, 1046
270, 1031, 1037, 4, 4, 1031, 1037
271, 1010, 1044, 2, 4, 1026, 1035
272, 1029, 1043, 1, 1, 1029, 1043
273, 1036, 1055, 2, 2, 1036, 1055
274, 1035, 1064, 3, 3, 1035, 1064
275, 1019, 1022, 1, 1, 1019, 1022
276, 1029, 1064, 3, 3, 1029, 1064
277, 1025, 1047, 3, 3, 1025, 1047
278, 1031, 1014, 3, 4, 1026, 1015
279, 1018, 1010, 3, 3, 1018, 1010
280, 1015, 1046, 1, 1, 1015, 1046
281, 1017, 1044, 3, 3, 1017, 1044
282, 1014, 1035, 4, 4, 1014, 1035
283, 1019, 1043, 1, 1, 1019, 1043
284, 1045, 1032, 3, 3, 1045, 1032
285, 1027, 1041, 2, 2, 1027, 1041
286, 1011, 1046, 1, 1, 1011, 1046
287, 1031, 1043, 2, 6, 1031, 1036
288, 1019, 1045, 4, 4, 1019, 1045
289, 1010, 1047, 3, 3, 1010, 1047
