Cell ID, Nucelus x, Nucleus y, Nucelus Area, Cell Area, Center of area x, Center of area y
57, 1029, 1015, 2, 2, 1029, 1015
58, 1029, 1029, 2, 2, 1029, 1029
59, 1030, 1019, 2, 2, 1030, 1019
60, 1018, 1028, 3, 3, 1018, 1028
61, 1011, 1038, 4, 4, 1011, 1038
62, 1012, 1029, 5, 5, 1012, 1029
63, 1033, 1018, 1, 1, 1033, 1018
64, 1028, 1023, 2, 2, 1028, 1023
65, 1034, 1024, 2, 2, 1034, 1024
66, 1026, 1035, 2, 5, 1017, 1034
67, 1024, 1016, 3, 6, 1023, 1024
68, 1039, 1037, 1, 1, 1039, 1037
69, 1035, 1056, 1, 1, 1035, 1056
70, 1035, 1026, 5, 5, 1035, 1026
71, 1019, 1039, 2, 7, 1032, 1046
72, 1033, 1032, 2, 3, 1028, 1033
73, 1023, 1035, 2, 7, 1032, 1034
74, 1031, 1037, 2, 4, 1034, 1036
75, 1023, 1026, 1, 4, 1036, 1026
76, 1028, 1051, 2, 4, 1028, 1042
77, 1042, 1035, 2, 8, 1027, 1040
78, 1034, 1042, 3, 3, 1034, 1042
79, 1020, 1038, 1, 1, 1020, 1038
80, 1018, 1017, 1, 1, 1018, 1017
81, 1010, 1033, 2, 2, 1010, 1033
82, 1019, 1025, 1, 1, 1019, 1025
83, 1038, 1028, 4, 4, 1038, 1028
84, 1024, 1045, 2, 2, 1024, 1045
85, 1019, 1041, 3, 3, 1019, 1041
86, 1031, 1021, 2, 2, 1031, 1021
87, 1019, 1036, 6, 6, 1019, 1036
88, 1042, 1025, 2, 2, 1042, 1025
89, 1016, 1021, 2, 2, 1016, 1021
90, 1032, 1043, 3, 3, 1032, 1043
91, 1037, 1039, 3, 3, 1037, 1039
92, 1041, 1024, 2, 2, 1041, 1024
93, 1020, 1045, 1, 5, 1033, 1043
94, 1034, 1039, 3, 7, 1029, 1029
95, 1029, 1058, 3, 3, 1029, 1058
96, 1040, 1033, 2, 2, 1040, 1033
97, 1049, 1028, 3, 3, 1049, 1028
98, 1031, 1029, 4, 7, 1024, 1033
99, 1010, 1043, 1, 6, 1014, 1031
100, 1036, 1024, 1, 4, 1020, 1021
101, 1026, 1016, 2, 2, 1026, 1016
102, 1030, 1045, 2, 8, 1029, 1047
103, 1034, 1034, 2, 2, 1034, 1034
104, 1034, 1054, 1, 1, 1034, 1054
105, 1027, 1027, 2, 5, 1026, 1034
106, 1044, 1025, 1, 1, 1044, 1025
107, 1039, 1031, 1, 1, 1039, 1031
108, 1032, 1023, 2, 2, 1032, 1023
109, 1031, 1059, 4, 4, 1031, 1059
110, 1034, 1036, 3, 3, 1034, 1036
111, 1045, 1026, 3, 3, 1045, 1026
112, 1015, 1015, 3, 5, 1018, 1018
113, 1016, 1024, 3, 6, 1024, 1025
114, 1026, 1051, 5, 5, 1026, 1051
115, 1015, 1043, 1, 3, 1023, 1036
116, 1026, 1015, 3, 3, 1026, 1015
117, 1024, 1034, 4, 7, 1030, 1030
118, 1017, 1033, 4, 10, 1023, 1025
119, 1027, 1022, 2, 2, 1027, 1022
120, 1029, 1031, 3, 3, 1029, 1031
121, 1014, 1040, 4, 4, 1014, 1040
122, 1029, 1055, 2, 2, 1029, 1055
123, 1045, 1030, 3, 3, 1045, 1030
124, 1036, 1031, 4, 4, 1036, 1031
125, 1031, 1017, 4, 4, 1031, 1017
126, 1032, 1019, 1, 2, 1032, 1026
127, 1018, 1026, 2, 2, 1018, 1026
128, 1032, 1020, 3, 5, 1033, 1031
129, 1040, 1037, 3, 3, 1040, 1037
130, 1037, 1056, 1, 1, 1037, 1056
131, 1044, 1035, 3, 3, 1044, 1035
132, 1021, 1036, 5, 5, 1021, 1036
133, 1017, 1018, 1, 1, 1017, 1018
134, 1021, 1029, 1, 1, 1021, 1029
135, 1021, 1045, 4, 4, 1021, 1045
136, 1041, 1032, 1, 1, 1041, 1032
137, 1012, 1041, 2, 3, 1014, 1035
138, 1037, 1022, 4, 7, 1031, 1022
139, 1039, 1023, 3, 4, 1036, 1030
140, 1035, 1051, 2, 5, 1032, 1048
141, 1041, 1031, 1, 6, 1021, 1030
142, 1046, 1025, 1, 1, 1046, 1025
143, 1016, 1022, 3, 5, 1014, 1028
144, 1017, 1043, 4, 4, 1017, 1043
145, 1027, 1014, 2, 2, 1027, 1014
146, 1038, 1055, 3, 3, 1038, 1055
147, 1017, 1019, 3, 3, 1017, 1019
148, 1019, 1018, 3, 6, 1022, 1023
149, 1045, 1032, 2, 2, 1045, 1032
150, 1036, 1053, 5, 5, 1036, 1053
151, 1047, 1023, 3, 3, 1047, 1023
152, 1028, 1017, 4, 4, 1028, 1017
153, 1039, 1052, 3, 6, 1039, 1043
154, 1014, 1044, 3, 3, 1014, 1044
